The induced signal.
Time [ns],Total Prompt [fC],Total Delayed [fC], Total Charge [fC]
1.479999999999999982,-0.03625803992753245941,0,-0.03625803992753245941
1.5,-0.03700569219751893846,0,-0.03700569219751893846
1.520000000000000018,-0.03754520996042643582,0,-0.03754520996042643582
1.540000000000000036,-0.03754520996042643582,0,-0.03754520996042643582
1.560000000000000053,-0.03754520996042643582,0,-0.03754520996042643582
1.580000000000000071,-0.03754520996042643582,0,-0.03754520996042643582
1.600000000000000089,-0.03754520996042643582,0,-0.03754520996042643582
1.620000000000000107,-0.03754520996042643582,0,-0.03754520996042643582
1.640000000000000124,-0.03754520996042643582,0,-0.03754520996042643582
1.660000000000000142,-0.03754520996042643582,0,-0.03754520996042643582
1.679999999999999938,-0.03754520996042643582,0,-0.03754520996042643582
1.699999999999999956,-0.03754520996042643582,0,-0.03754520996042643582
1.719999999999999973,-0.03754520996042643582,0,-0.03754520996042643582
1.739999999999999991,-0.03754520996042643582,0,-0.03754520996042643582
1.760000000000000009,-0.03754520996042643582,0,-0.03754520996042643582
1.780000000000000027,-0.03754520996042643582,0,-0.03754520996042643582
1.800000000000000044,-0.03754520996042643582,0,-0.03754520996042643582
1.820000000000000062,-0.03754520996042643582,0,-0.03754520996042643582
1.84000000000000008,-0.03754520996042643582,0,-0.03754520996042643582
1.860000000000000098,-0.03754520996042643582,0,-0.03754520996042643582
1.880000000000000115,-0.03754520996042643582,0,-0.03754520996042643582
1.900000000000000133,-0.03754520996042643582,0,-0.03754520996042643582
1.919999999999999929,-0.03754520996042643582,0,-0.03754520996042643582
1.939999999999999947,-0.03754520996042643582,0,-0.03754520996042643582
1.959999999999999964,-0.03754520996042643582,0,-0.03754520996042643582
1.979999999999999982,-0.03754520996042643582,0,-0.03754520996042643582
2,-0.03754520996042643582,0,-0.03754520996042643582
2.020000000000000018,-0.03754520996042643582,0,-0.03754520996042643582
2.040000000000000036,-0.03754520996042643582,0,-0.03754520996042643582
2.060000000000000053,-0.03754520996042643582,0,-0.03754520996042643582
2.080000000000000071,-0.03754520996042643582,0,-0.03754520996042643582
2.100000000000000089,-0.03754520996042643582,0,-0.03754520996042643582
2.120000000000000107,-0.03754520996042643582,0,-0.03754520996042643582
2.140000000000000124,-0.03754520996042643582,0,-0.03754520996042643582
2.160000000000000142,-0.03754520996042643582,0,-0.03754520996042643582
2.18000000000000016,-0.03754520996042643582,0,-0.03754520996042643582
2.200000000000000178,-0.03754520996042643582,0,-0.03754520996042643582
2.220000000000000195,-0.03754520996042643582,0,-0.03754520996042643582
2.240000000000000213,-0.03754520996042643582,0,-0.03754520996042643582
2.260000000000000231,-0.03754520996042643582,0,-0.03754520996042643582
2.280000000000000249,-0.03754520996042643582,0,-0.03754520996042643582
2.300000000000000266,-0.03754520996042643582,0,-0.03754520996042643582
2.31999999999999984,-0.03754520996042643582,0,-0.03754520996042643582
2.339999999999999858,-0.03754520996042643582,0,-0.03754520996042643582
2.359999999999999876,-0.03754520996042643582,0,-0.03754520996042643582
2.379999999999999893,-0.03754520996042643582,0,-0.03754520996042643582
2.399999999999999911,-0.03754520996042643582,0,-0.03754520996042643582
2.419999999999999929,-0.03754520996042643582,0,-0.03754520996042643582
2.439999999999999947,-0.03754520996042643582,0,-0.03754520996042643582
2.459999999999999964,-0.03754520996042643582,0,-0.03754520996042643582
2.479999999999999982,-0.03754520996042643582,0,-0.03754520996042643582
2.5,-0.03754520996042643582,0,-0.03754520996042643582
2.520000000000000018,-0.03754520996042643582,0,-0.03754520996042643582
2.540000000000000036,-0.03754520996042643582,0,-0.03754520996042643582
2.560000000000000053,-0.03754520996042643582,0,-0.03754520996042643582
2.580000000000000071,-0.03754520996042643582,0,-0.03754520996042643582
2.600000000000000089,-0.03754520996042643582,0,-0.03754520996042643582
2.620000000000000107,-0.03754520996042643582,0,-0.03754520996042643582
2.640000000000000124,-0.03754520996042643582,0,-0.03754520996042643582
2.660000000000000142,-0.03754520996042643582,0,-0.03754520996042643582
2.68000000000000016,-0.03754520996042643582,0,-0.03754520996042643582
2.700000000000000178,-0.03754520996042643582,0,-0.03754520996042643582
2.720000000000000195,-0.03754520996042643582,0,-0.03754520996042643582
2.740000000000000213,-0.03754520996042643582,0,-0.03754520996042643582
2.760000000000000231,-0.03754520996042643582,0,-0.03754520996042643582
2.780000000000000249,-0.03754520996042643582,0,-0.03754520996042643582
2.800000000000000266,-0.03754520996042643582,0,-0.03754520996042643582
2.81999999999999984,-0.03754520996042643582,0,-0.03754520996042643582
2.839999999999999858,-0.03754520996042643582,0,-0.03754520996042643582
2.859999999999999876,-0.03754520996042643582,0,-0.03754520996042643582
2.879999999999999893,-0.03754520996042643582,0,-0.03754520996042643582
2.899999999999999911,-0.03754520996042643582,0,-0.03754520996042643582
2.919999999999999929,-0.03754520996042643582,0,-0.03754520996042643582
2.939999999999999947,-0.03754520996042643582,0,-0.03754520996042643582
2.959999999999999964,-0.03754520996042643582,0,-0.03754520996042643582
2.979999999999999982,-0.03754520996042643582,0,-0.03754520996042643582
3,-0.03754520996042643582,0,-0.03754520996042643582
3.020000000000000018,-0.03754520996042643582,0,-0.03754520996042643582
3.040000000000000036,-0.03754520996042643582,0,-0.03754520996042643582
3.060000000000000053,-0.03754520996042643582,0,-0.03754520996042643582
3.080000000000000071,-0.03754520996042643582,0,-0.03754520996042643582
3.100000000000000089,-0.03754520996042643582,0,-0.03754520996042643582
3.120000000000000107,-0.03754520996042643582,0,-0.03754520996042643582
3.140000000000000124,-0.03754520996042643582,0,-0.03754520996042643582
3.160000000000000142,-0.03754520996042643582,0,-0.03754520996042643582
3.18000000000000016,-0.03754520996042643582,0,-0.03754520996042643582
3.200000000000000178,-0.03754520996042643582,0,-0.03754520996042643582
3.220000000000000195,-0.03754520996042643582,0,-0.03754520996042643582
3.240000000000000213,-0.03754520996042643582,0,-0.03754520996042643582
3.260000000000000231,-0.03754520996042643582,0,-0.03754520996042643582
3.280000000000000249,-0.03754520996042643582,0,-0.03754520996042643582
3.300000000000000266,-0.03754520996042643582,0,-0.03754520996042643582
3.320000000000000284,-0.03754520996042643582,0,-0.03754520996042643582
3.339999999999999858,-0.03754520996042643582,0,-0.03754520996042643582
3.359999999999999876,-0.03754520996042643582,0,-0.03754520996042643582
3.379999999999999893,-0.03754520996042643582,0,-0.03754520996042643582
3.399999999999999911,-0.03754520996042643582,0,-0.03754520996042643582
3.419999999999999929,-0.03754520996042643582,0,-0.03754520996042643582
3.439999999999999947,-0.03754520996042643582,0,-0.03754520996042643582
3.459999999999999964,-0.03754520996042643582,0,-0.03754520996042643582
3.479999999999999982,-0.03754520996042643582,0,-0.03754520996042643582
3.5,-0.03754520996042643582,0,-0.03754520996042643582
3.520000000000000018,-0.03754520996042643582,0,-0.03754520996042643582
3.540000000000000036,-0.03754520996042643582,0,-0.03754520996042643582
3.560000000000000053,-0.03754520996042643582,0,-0.03754520996042643582
3.580000000000000071,-0.03754520996042643582,0,-0.03754520996042643582
3.600000000000000089,-0.03754520996042643582,0,-0.03754520996042643582
3.620000000000000107,-0.03754520996042643582,0,-0.03754520996042643582
3.640000000000000124,-0.03754520996042643582,0,-0.03754520996042643582
3.660000000000000142,-0.03754520996042643582,0,-0.03754520996042643582
3.68000000000000016,-0.03754520996042643582,0,-0.03754520996042643582
3.700000000000000178,-0.03754520996042643582,0,-0.03754520996042643582
3.720000000000000195,-0.03754520996042643582,0,-0.03754520996042643582
3.740000000000000213,-0.03754520996042643582,0,-0.03754520996042643582
3.760000000000000231,-0.03754520996042643582,0,-0.03754520996042643582
3.780000000000000249,-0.03754520996042643582,0,-0.03754520996042643582
3.800000000000000266,-0.03754520996042643582,0,-0.03754520996042643582
3.820000000000000284,-0.03754520996042643582,0,-0.03754520996042643582
3.839999999999999858,-0.03754520996042643582,0,-0.03754520996042643582
3.859999999999999876,-0.03754520996042643582,0,-0.03754520996042643582
3.879999999999999893,-0.03754520996042643582,0,-0.03754520996042643582
3.899999999999999911,-0.03754520996042643582,0,-0.03754520996042643582
3.919999999999999929,-0.03754520996042643582,0,-0.03754520996042643582
3.939999999999999947,-0.03754520996042643582,0,-0.03754520996042643582
3.959999999999999964,-0.03754520996042643582,0,-0.03754520996042643582
3.979999999999999982,-0.03754520996042643582,0,-0.03754520996042643582
